,Wban,date,Time,StationType,sky_condition,visibility,dry_bulb_faren,dry_bulb_cel,wet_bulb_faren,wet_bulb_cel,dew_point_faren,dew_point_cel,relative_humidity,wind_speed,wind_direction,station_pressure,sea_level_pressure
230,13904,20110109,153,12,BKN019 BKN024 OVC033, 6.00,47,8.3,46,7.5,44,6.7, 89,13,340,29.26,29.78
231,13904,20110109,253,12,SCT010 OVC021, 6.00,45,7.2,45,6.9,44,6.7, 96,18,010,29.25,29.78
232,13904,20110109,351,12,FEW007 BKN044 OVC070, 4.00,43,6.0,43,6.1,43,6.0,100,16,020,29.26,M
233,13904,20110109,353,12,FEW007 BKN041 OVC070, 4.00,42,5.6,42,5.5,42,5.6,100,14,010,29.27,29.79
234,13904,20110109,402,12,SCT007 BKN027 OVC070, 2.50,43,6.0,43,6.1,43,6.0,100, 6,350,29.33,M
235,13904,20110109,421,12,SCT007 BKN027 OVC040, 3.00,43,6.0,43,6.1,43,6.0,100,25,060,29.22,M
236,13904,20110109,451,12,BKN007 OVC040, 2.50,41,5.0,41,5.0,41,5.0,100, 7,030,29.29,M
237,13904,20110109,453,12,BKN007 OVC040, 2.50,41,5.0,41,5.0,41,5.0,100, 9,030,29.28,29.82
238,13904,20110109,534,12,BKN004 OVC039, 4.00,41,5.0,41,5.0,41,5.0,100,18,060,29.20,M
239,13904,20110109,553,12,BKN004 OVC010, 4.00,41,5.0,41,5.0,41,5.0,100,16,050,29.15,29.68
240,13904,20110109,602,12,BKN005 BKN009 OVC080,10.00,43,6.0,43,6.1,43,6.0,100,18,060,29.18,M
241,13904,20110109,617,12,FEW006 OVC085, 8.00,43,6.0,43,6.1,43,6.0,100, 5,VR ,29.20,M
242,13904,20110109,623,12,BKN006 OVC085, 8.00,43,6.0,43,6.1,43,6.0,100, 5,300,29.24,M
243,13904,20110109,653,12,BKN009 OVC080,10.00,42,5.6,42,5.5,42,5.6,100, 5,350,29.25,29.78
244,13904,20110109,731,12,OVC011,10.00,43,6.0,43,6.1,43,6.0,100, 3,VR ,29.27,M
245,13904,20110109,753,12,BKN011 OVC015, 4.00,43,6.1,43,6.1,43,6.1,100, 5,050,29.28,29.81
246,13904,20110109,853,12,FEW013 OVC035,10.00,43,6.1,43,5.8,42,5.6, 96,10,080,29.28,29.82
247,13904,20110109,925,12,FEW012 OVC028,10.00,43,6.0,43,6.1,43,6.0,100, 0,000,29.35,M
248,13904,20110109,953,12,FEW010 OVC022,10.00,43,6.1,43,6.1,43,6.1,100, 0,000,29.36,29.90
249,13904,20110109,1051,12,OVC014,10.00,45,7.0,45,7.2,45,7.0,100, 0,000,29.36,M
250,13904,20110109,1053,12,OVC014,10.00,44,6.7,44,6.6,44,6.7,100, 0,000,29.36,29.90
251,13904,20110109,1153,12,OVC014,10.00,44,6.7,44,6.4,43,6.1, 96, 5,010,29.35,29.88
252,13904,20110109,1253,12,OVC012,10.00,45,7.2,45,6.9,44,6.7, 96, 6,050,29.30,29.84
253,13904,20110109,1353,12,OVC014,10.00,46,7.8,46,7.5,45,7.2, 96, 3,010,29.30,29.84
254,13904,20110109,1453,12,OVC014,10.00,46,7.8,44,6.7,42,5.6, 86, 6,030,29.29,29.83
255,13904,20110109,1540,12,BKN016 OVC023,10.00,46,8.0,44,6.4,41,5.0, 83, 6,030,29.30,M
256,13904,20110109,1553,12,BKN016 OVC023,10.00,47,8.3,44,6.7,41,5.0, 80, 6,010,29.31,29.84
257,13904,20110109,1653,12,BKN016 OVC023,10.00,47,8.3,44,6.7,41,5.0, 80, 7,050,29.33,29.87
258,13904,20110109,1753,12,OVC016,10.00,45,7.2,43,5.9,40,4.4, 83, 8,050,29.35,29.89
259,13904,20110109,1847,12,BKN009 OVC018,10.00,45,7.0,42,5.6,39,4.0, 80, 9,040,29.37,M
260,13904,20110109,1853,12,BKN009 OVC018,10.00,44,6.7,42,5.6,40,4.4, 86, 9,040,29.37,29.92
261,13904,20110109,1951,12,OVC020,10.00,43,6.0,41,5.1,39,4.0, 86,13,040,29.39,M
262,13904,20110109,1953,12,OVC020,10.00,43,6.1,41,5.1,39,3.9, 86,14,040,29.39,29.93
263,13904,20110109,2004,12,BKN010 OVC020,10.00,43,6.0,41,5.1,39,4.0, 86,13,040,29.40,M
264,13904,20110109,2053,12,BKN007 OVC010,10.00,42,5.6,41,4.8,39,3.9, 89,10,040,29.40,29.94
265,13904,20110109,2151,12,SCT010 OVC016,10.00,43,6.0,40,4.6,37,3.0, 79, 9,050,29.41,M
266,13904,20110109,2153,12,SCT010 OVC016,10.00,42,5.6,40,4.5,38,3.3, 86, 9,050,29.41,29.95
267,13904,20110109,2253,12,OVC015,10.00,41,5.0,39,4.0,37,2.8, 86, 9,050,29.42,29.96
268,13904,20110109,2313,12,OVC013,10.00,41,5.0,39,4.0,37,3.0, 86, 8,050,29.41,M
269,13904,20110109,2351,12,OVC009,10.00,41,5.0,39,4.0,37,3.0, 86,11,030,29.41,M
270,13904,20110109,2353,12,OVC009,10.00,41,5.0,39,4.0,37,2.8, 86, 9,040,29.41,29.95
271,13904,20110110,53,12,OVC009,10.00,40,4.4,38,3.4,36,2.2, 86, 8,040,29.41,29.95
272,13904,20110110,153,12,OVC007,10.00,40,4.4,38,3.4,36,2.2, 86, 7,050,29.42,29.96
273,13904,20110110,253,12,OVC007,10.00,39,3.9,38,3.1,36,2.2, 89, 5,080,29.43,29.97
274,13904,20110110,353,12,OVC007,10.00,38,3.3,37,2.8,36,2.2, 93, 5,100,29.43,29.98
275,13904,20110110,453,12,OVC005, 6.00,38,3.3,37,2.8,36,2.2, 93, 3,070,29.43,29.97
276,13904,20110110,553,12,OVC005, 4.00,38,3.3,37,2.8,36,2.2, 93, 6,050,29.46,30.00
277,13904,20110110,557,12,OVC005, 1.50,37,3.0,37,2.5,36,2.0, 96, 6,060,29.46,M
278,13904,20110110,610,12,OVC004, 1.50,37,3.0,37,2.5,36,2.0, 96, 6,050,29.46,M
279,13904,20110110,631,12,OVC004, 2.00,37,3.0,37,2.5,36,2.0, 96, 6,050,29.47,M
280,13904,20110110,653,12,OVC004, 2.00,38,3.3,37,2.8,36,2.2, 93, 8,040,29.48,30.02
281,13904,20110110,718,12,OVC004, 1.50,37,3.0,37,2.5,36,2.0, 96, 6,050,29.49,M
282,13904,20110110,730,12,OVC004, 0.75,37,3.0,37,2.5,36,2.0, 96, 6,050,29.50,M
283,13904,20110110,753,12,OVC004, 0.50,37,2.8,37,2.5,36,2.2, 96, 6,060,29.51,30.05
284,13904,20110110,809,12,OVC004, 1.25,37,3.0,37,2.5,36,2.0, 96, 6,070,29.52,M
285,13904,20110110,853,12,OVC004, 1.25,37,2.8,37,2.5,36,2.2, 96, 5,080,29.54,30.09
286,13904,20110110,953,12,OVC004, 1.25,37,2.8,37,2.5,36,2.2, 96, 0,000,29.59,30.14
287,13904,20110110,1053,12,OVC004, 1.25,38,3.3,38,3.0,37,2.8, 96, 8,050,29.57,30.12
288,13904,20110110,1153,12,OVC004, 1.25,38,3.3,38,3.0,37,2.8, 96, 7,030,29.54,30.10
289,13904,20110110,1253,12,OVC004, 1.50,39,3.9,38,3.4,37,2.8, 93, 0,000,29.53,30.08
290,13904,20110110,1353,12,OVC004, 1.50,40,4.4,39,3.9,38,3.3, 93, 8,050,29.53,30.07
291,13904,20110110,1453,12,BKN004 OVC006, 1.50,40,4.4,39,3.7,37,2.8, 89,10,040,29.53,30.08
292,13904,20110110,1501,12,SCT004 OVC006, 1.50,39,4.0,38,3.4,37,3.0, 93,10,040,29.53,M
293,13904,20110110,1510,12,SCT004 OVC006, 5.00,39,4.0,38,3.4,37,3.0, 93,11,030,29.54,M
294,13904,20110110,1553,12,OVC006, 6.00,40,4.4,39,3.7,37,2.8, 89,11,040,29.56,30.11
295,13904,20110110,1653,12,OVC006, 4.00,40,4.4,38,3.4,36,2.2, 86,14,040,29.59,30.14
296,13904,20110110,1753,12,OVC006, 5.00,39,3.9,38,3.1,36,2.2, 89,14,030,29.62,30.16
297,13904,20110110,1853,12,OVC006, 5.00,38,3.3,37,2.6,35,1.7, 89,13,010,29.65,30.21
298,13904,20110110,1920,12,SCT006 BKN010 OVC022, 3.00,37,3.0,37,2.5,36,2.0, 96,10,360,29.66,M
299,13904,20110110,1951,12,BKN006 OVC024, 5.00,37,3.0,37,2.5,36,2.0, 96, 8,010,29.68,M
300,13904,20110110,1953,12,BKN006 OVC024, 5.00,38,3.3,37,2.8,36,2.2, 93, 8,010,29.68,30.24
301,13904,20110110,2026,12,SCT006 OVC013, 7.00,37,3.0,37,2.5,36,2.0, 96,11,010,29.69,M
302,13904,20110110,2053,12,FEW006 OVC013, 8.00,38,3.3,37,2.6,35,1.7, 89,13,010,29.71,30.27
303,13904,20110110,2153,12,OVC011,10.00,39,3.9,37,2.9,35,1.7, 86,11,010,29.75,30.31
304,13904,20110110,2253,12,OVC013,10.00,40,4.4,38,3.2,35,1.7, 82,15,010,29.77,30.33
305,13904,20110110,2316,12,OVC015,10.00,39,4.0,37,2.7,34,1.0, 82,15,020,29.78,M
306,13904,20110110,2353,12,BKN017 OVC034,10.00,39,3.9,37,2.5,33,0.6, 79,18,010,29.80,30.35
307,13904,20110111,20,12,SCT019 OVC034,10.00,39,4.0,37,2.7,34,1.0, 82,18,360,29.81,M
308,13904,20110111,53,12,SCT019 BKN034,10.00,39,3.9,36,2.3,32,0.0, 76,15,010,29.82,30.38
309,13904,20110111,153,12,SCT034,10.00,37,2.8,35,1.4,31,-0.6, 79,13,360,29.84,30.40
310,13904,20110111,253,12,SCT039,10.00,36,2.2,34,1.1,31,-0.6, 82,13,360,29.88,30.44
311,13904,20110111,316,12,BKN024,10.00,37,3.0,34,1.2,30,-1.0, 76,18,360,29.89,M
312,13904,20110111,353,12,OVC020,10.00,38,3.3,35,1.7,31,-0.6, 76,18,360,29.89,30.45
313,13904,20110111,453,12,OVC016,10.00,38,3.3,36,1.9,32,0.0, 79,23,350,29.91,30.47
314,13904,20110111,553,12,BKN018,10.00,35,1.7,32,-0.0,27,-2.8, 73,18,340,29.93,30.50
315,13904,20110111,610,12,SCT018,10.00,34,1.0,31,-0.3,27,-3.0, 76,17,350,29.93,M
316,13904,20110111,653,12,SCT020 BKN075,10.00,33,0.6,30,-1.2,24,-4.4, 70,20,350,29.97,30.53
317,13904,20110111,753,12,FEW020 BKN075 BKN200,10.00,31,-0.6,27,-2.6,20,-6.7, 64,22,350,30.02,30.58
318,13904,20110111,853,12,BKN075 BKN250,10.00,31,-0.6,27,-2.9,18,-7.8, 59,24,350,30.06,30.63
319,13904,20110111,953,12,OVC075,10.00,32,0.0,27,-2.5,18,-7.8, 56,21,360,30.10,30.66
320,13904,20110111,1053,12,OVC075,10.00,34,1.1,29,-1.8,18,-7.8, 52,18,350,30.10,30.66
321,13904,20110111,1153,12,BKN075,10.00,38,3.3,31,-0.3,19,-7.2, 46,18,360,30.06,30.62
322,13904,20110111,1253,12,BKN070 BKN250,10.00,39,3.9,32,-0.0,19,-7.2, 45,16,010,30.03,30.59
323,13904,20110111,1353,12,SCT070 BKN200 BKN300,10.00,42,5.6,34,0.9,19,-7.2, 40,18,360,30.01,30.56
324,13904,20110111,1453,12,FEW070 SCT300,10.00,43,6.1,35,1.4,20,-6.7, 40,17,030,30.01,30.57
325,13904,20110111,1553,12,FEW070 SCT300,10.00,42,5.6,34,0.9,19,-7.2, 40,16,030,30.02,30.58
326,13904,20110111,1653,12,CLR,10.00,40,4.4,33,0.3,19,-7.2, 43,14,020,30.02,30.58
327,13904,20110111,1753,12,FEW070,10.00,37,2.8,30,-0.8,18,-7.8, 46,13,020,30.04,30.60
328,13904,20110111,1853,12,FEW070,10.00,35,1.7,30,-1.3,19,-7.2, 52, 9,020,30.06,30.63
329,13904,20110111,1953,12,FEW080,10.00,28,-2.2,25,-3.9,18,-7.8, 66, 5,020,30.09,30.66
330,13904,20110111,2053,12,CLR,10.00,24,-4.4,22,-5.4,18,-7.8, 78, 3,360,30.11,30.68
331,13904,20110111,2153,12,FEW080,10.00,23,-5.0,21,-5.8,18,-7.8, 81, 6,350,30.12,30.70
332,13904,20110111,2253,12,CLR,10.00,25,-3.9,23,-4.9,19,-7.2, 78, 9,010,30.12,30.70
333,13904,20110111,2353,12,FEW050,10.00,28,-2.2,26,-3.5,21,-6.1, 75, 9,010,30.11,30.68
334,13904,20110112,53,12,FEW050,10.00,23,-5.0,21,-5.8,18,-7.8, 81, 7,010,30.11,30.68
335,13904,20110112,153,12,SCT065,10.00,25,-3.9,23,-5.0,18,-7.8, 75, 8,010,30.11,30.68
336,13904,20110112,253,12,BKN070,10.00,29,-1.7,26,-3.4,19,-7.2, 66,10,010,30.12,30.68
337,13904,20110112,353,12,OVC075,10.00,30,-1.1,26,-3.2,18,-7.8, 61, 7,010,30.14,30.70
338,13904,20110112,453,12,OVC070,10.00,31,-0.6,26,-3.0,17,-8.3, 56, 8,350,30.14,30.71
339,13904,20110112,553,12,OVC070,10.00,32,0.0,27,-2.8,16,-8.9, 52, 9,010,30.16,30.72
340,13904,20110112,653,12,OVC070,10.00,32,0.0,27,-2.9,15,-9.4, 49, 8,030,30.18,30.75
341,13904,20110112,753,12,OVC070,10.00,32,0.0,27,-2.8,16,-8.9, 52,11,030,30.21,30.78
342,13904,20110112,853,12,OVC070,10.00,32,0.0,27,-2.8,16,-8.9, 52,16,030,30.23,30.81
343,13904,20110112,953,12,OVC075,10.00,32,0.0,27,-2.9,15,-9.4, 49,14,030,30.24,30.82
344,13904,20110112,1053,12,OVC075,10.00,34,1.1,28,-2.4,14,-10.0, 44,15,010,30.24,30.82
345,13904,20110112,1153,12,OVC080,10.00,36,2.2,29,-1.7,14,-10.0, 40,14,030,30.22,30.79
346,13904,20110112,1253,12,OVC080,10.00,37,2.8,30,-1.1,16,-8.9, 42,13,010,30.18,30.75
347,13904,20110112,1353,12,OVC080,10.00,39,3.9,31,-0.3,17,-8.3, 41,13,020,30.14,30.71
348,13904,20110112,1453,12,BKN075 OVC090,10.00,39,3.9,31,-0.3,17,-8.3, 41,13,040,30.12,30.68
349,13904,20110112,1553,12,BKN080 OVC095,10.00,39,3.9,32,-0.1,18,-7.8, 43, 9,020,30.12,30.68
350,13904,20110112,1653,12,BKN070 OVC085,10.00,38,3.3,31,-0.6,17,-8.3, 43,10,020,30.10,30.67
351,13904,20110112,1753,12,OVC060,10.00,38,3.3,31,-0.6,17,-8.3, 43,10,030,30.09,30.66
352,13904,20110112,1853,12,OVC065,10.00,37,2.8,31,-0.6,19,-7.2, 48, 9,040,30.09,30.65
353,13904,20110112,1953,12,OVC060,10.00,37,2.8,31,-0.5,20,-6.7, 50,10,020,30.10,30.66
354,13904,20110112,2053,12,OVC065,10.00,37,2.8,31,-0.6,19,-7.2, 48, 9,020,30.11,30.67
355,13904,20110112,2153,12,OVC060,10.00,36,2.2,30,-1.0,19,-7.2, 50,11,040,30.13,30.69
356,13904,20110112,2253,12,OVC060,10.00,36,2.2,30,-1.0,19,-7.2, 50,13,010,30.12,30.69
357,13904,20110112,2353,12,OVC060,10.00,36,2.2,30,-1.1,18,-7.8, 48,10,010,30.11,30.68
358,13904,20110113,53,12,OVC060,10.00,36,2.2,30,-1.1,18,-7.8, 48,10,010,30.09,30.66
359,13904,20110113,153,12,OVC060,10.00,35,1.7,29,-1.5,18,-7.8, 50,10,020,30.08,30.65
360,13904,20110113,253,12,OVC060,10.00,35,1.7,29,-1.5,18,-7.8, 50,11,030,30.08,30.65
361,13904,20110113,353,12,OVC060,10.00,34,1.1,29,-1.8,18,-7.8, 52, 9,030,30.09,30.66
362,13904,20110113,453,12,OVC055,10.00,34,1.1,29,-1.5,20,-6.7, 57, 9,020,30.09,30.65
363,13904,20110113,553,12,OVC055,10.00,33,0.6,28,-2.2,18,-7.8, 54, 7,040,30.07,30.63
364,13904,20110113,653,12,BKN060 OVC080,10.00,33,0.6,28,-2.0,19,-7.2, 56, 5,060,30.07,30.63
365,13904,20110113,753,12,OVC075,10.00,32,0.0,27,-2.7,17,-8.3, 54, 8,040,30.09,30.65
366,13904,20110113,853,12,OVC060,10.00,33,0.6,28,-2.2,18,-7.8, 54, 7,040,30.11,30.68
367,13904,20110113,953,12,OVC065,10.00,33,0.6,28,-2.2,18,-7.8, 54, 3,050,30.11,30.68
368,13904,20110113,1053,12,OVC060,10.00,34,1.1,29,-1.7,19,-7.2, 54, 3,VR ,30.10,30.66
369,13904,20110113,1153,12,OVC060,10.00,35,1.7,30,-1.3,19,-7.2, 52, 3,VR ,30.07,30.63
370,13904,20110113,1253,12,OVC070,10.00,36,2.2,30,-1.0,19,-7.2, 50, 0,000,30.02,30.58
371,13904,20110113,1353,12,BKN050 OVC085,10.00,37,2.8,30,-0.8,18,-7.8, 46, 3,100,30.00,30.56
372,13904,20110113,1453,12,BKN050 OVC085,10.00,38,3.3,31,-0.3,19,-7.2, 46, 3,VR ,29.98,30.55
373,13904,20110113,1553,12,OVC048,10.00,39,3.9,32,-0.1,18,-7.8, 43, 0,000,29.97,30.53
374,13904,20110113,1653,12,SCT044 BKN050 OVC080,10.00,40,4.4,32,0.1,18,-7.8, 41, 3,130,29.96,30.53
375,13904,20110113,1753,12,BKN050 OVC080,10.00,39,3.9,31,-0.3,17,-8.3, 41, 3,160,29.96,30.52
376,13904,20110113,1853,12,OVC075,10.00,39,3.9,32,-0.0,19,-7.2, 45, 5,150,29.94,30.50
377,13904,20110113,1953,12,BKN070,10.00,37,2.8,31,-0.5,20,-6.7, 50, 3,130,29.93,30.50
378,13904,20110113,2053,12,BKN070,10.00,37,2.8,31,-0.3,21,-6.1, 52, 3,160,29.93,30.49
379,13904,20110113,2153,12,OVC048,10.00,37,2.8,32,-0.2,22,-5.6, 55, 3,140,29.93,30.49
380,13904,20110113,2253,12,OVC048,10.00,38,3.3,32,0.1,22,-5.6, 53, 6,160,29.91,30.47
381,13904,20110113,2353,12,FEW046 BKN060,10.00,37,2.8,32,-0.0,23,-5.0, 57, 0,000,29.90,30.46
382,13904,20110114,53,12,OVC060,10.00,37,2.8,32,-0.0,23,-5.0, 57, 0,000,29.88,30.44
383,13904,20110114,153,12,SCT041 OVC060,10.00,37,2.8,32,-0.0,23,-5.0, 57, 5,170,29.86,30.43
384,13904,20110114,253,12,OVC037,10.00,37,2.8,32,0.1,24,-4.4, 59, 5,170,29.85,30.41
385,13904,20110114,353,12,OVC035,10.00,38,3.3,33,0.4,24,-4.4, 57, 0,000,29.85,30.40
386,13904,20110114,453,12,OVC033,10.00,38,3.3,33,0.6,25,-3.9, 60, 0,000,29.83,30.39
387,13904,20110114,553,12,OVC031,10.00,38,3.3,33,0.6,25,-3.9, 60, 0,000,29.80,30.36
388,13904,20110114,653,12,SCT030 BKN035 OVC045,10.00,38,3.3,33,0.6,25,-3.9, 60, 0,000,29.80,30.36
389,13904,20110114,734,12,OVC028,10.00,39,4.0,34,0.9,25,-4.0, 57, 0,000,29.80,M
390,13904,20110114,753,12,OVC028,10.00,39,3.9,34,1.1,26,-3.3, 60, 0,000,29.80,30.35
391,13904,20110114,853,12,BKN020 OVC025,10.00,39,3.9,34,1.3,27,-2.8, 62, 0,000,29.81,30.37
392,13904,20110114,953,12,OVC018,10.00,40,4.4,36,2.0,29,-1.7, 65, 0,000,29.81,30.37
393,13904,20110114,1053,12,OVC016,10.00,42,5.6,37,3.0,31,-0.6, 65, 5,130,29.80,30.36
394,13904,20110114,1153,12,OVC020,10.00,44,6.7,39,4.0,33,0.6, 65, 6,130,29.77,30.32
395,13904,20110114,1253,12,OVC020,10.00,46,7.8,41,5.0,35,1.7, 66, 6,120,29.73,30.29
396,13904,20110114,1353,12,OVC016, 8.00,47,8.3,43,6.0,38,3.3, 71, 5,VR ,29.71,30.26
397,13904,20110114,1446,12,OVC014, 1.00,46,8.0,44,6.4,41,5.0, 83, 6,100,29.69,M
398,13904,20110114,1453,12,OVC014, 1.00,46,7.8,44,6.4,41,5.0, 83, 6,090,29.69,30.24
399,13904,20110114,1508,12,OVC014, 2.00,46,8.0,45,6.9,43,6.0, 89, 6,070,29.68,M
400,13904,20110114,1553,12,OVC014, 2.00,46,7.8,45,6.9,43,6.1, 89, 5,020,29.70,30.25
401,13904,20110114,1651,12,OVC016, 2.00,46,8.0,45,6.9,43,6.0, 89, 0,000,29.69,M
402,13904,20110114,1653,12,OVC016, 2.00,46,7.8,45,6.9,43,6.1, 89, 3,360,29.69,30.25
403,13904,20110114,1735,12,OVC016, 4.00,46,8.0,46,7.5,45,7.0, 96, 6,030,29.69,M
404,13904,20110114,1753,12,OVC016, 3.00,47,8.3,46,7.5,44,6.7, 89, 5,350,29.69,30.24
405,13904,20110114,1851,12,OVC014, 4.00,46,8.0,46,7.5,45,7.0, 96, 6,010,29.70,M
406,13904,20110114,1853,12,OVC014, 4.00,47,8.3,46,7.7,45,7.2, 93, 5,360,29.70,30.25
407,13904,20110114,1953,12,OVC010, 6.00,47,8.3,46,7.7,45,7.2, 93, 6,020,29.70,30.25
408,13904,20110114,2053,12,OVC010, 5.00,47,8.3,46,7.7,45,7.2, 93, 6,030,29.72,30.27
409,13904,20110114,2153,12,OVC010, 5.00,47,8.3,46,7.7,45,7.2, 93, 6,040,29.72,30.27
410,13904,20110114,2253,12,OVC010, 4.00,47,8.3,46,7.7,45,7.2, 93, 7,030,29.72,30.27
411,13904,20110114,2336,12,OVC010, 2.00,46,8.0,46,7.5,45,7.0, 96, 3,040,29.72,M
412,13904,20110114,2353,12,OVC010, 2.00,47,8.3,46,7.7,45,7.2, 93, 6,050,29.72,30.27
413,13904,20110115,34,12,OVC008, 2.00,46,8.0,46,7.7,46,8.0,100, 6,050,29.70,M
414,13904,20110115,53,12,OVC008, 2.00,47,8.3,47,8.0,46,7.8, 96, 6,030,29.70,30.24
415,13904,20110115,153,12,OVC006, 2.00,47,8.3,47,8.0,46,7.8, 96, 6,030,29.69,30.24
416,13904,20110115,251,12,OVC006, 1.50,46,8.0,46,7.7,46,8.0,100, 3,020,29.69,M
417,13904,20110115,253,12,OVC006, 1.50,47,8.3,47,8.0,46,7.8, 96, 3,020,29.69,30.24
418,13904,20110115,353,12,OVC005, 1.50,47,8.3,47,8.3,47,8.3,100, 7,020,29.69,30.24
419,13904,20110115,453,12,OVC005, 1.50,47,8.3,47,8.3,47,8.3,100, 9,030,29.68,30.23
420,13904,20110115,553,12,OVC005, 1.00,47,8.3,47,8.3,47,8.3,100,10,030,29.68,30.22
421,13904,20110115,653,12,OVC005, 0.75,46,7.8,46,7.7,46,7.8,100, 7,030,29.68,30.23
422,13904,20110115,753,12,OVC005, 0.75,46,7.8,46,7.7,46,7.8,100, 7,360,29.71,30.25
423,13904,20110115,853,12,OVC005, 0.75,46,7.8,46,7.7,46,7.8,100,10,010,29.72,30.27
424,13904,20110115,953,12,BKN005 BKN008 OVC016, 0.75,46,7.8,46,7.7,46,7.8,100,11,010,29.73,30.28
425,13904,20110115,1041,12,BKN005 OVC009, 1.00,46,8.0,46,7.7,46,8.0,100, 8,360,29.73,M
426,13904,20110115,1053,12,BKN005 OVC009, 1.00,46,7.8,46,7.7,46,7.8,100, 8,010,29.73,30.27
427,13904,20110115,1151,12,OVC003, 1.00,46,8.0,46,7.7,46,8.0,100, 8,010,29.70,M
428,13904,20110115,1153,12,OVC005, 1.00,46,7.8,46,7.7,46,7.8,100, 7,010,29.70,30.24
429,13904,20110115,1253,12,OVC005, 1.25,48,8.9,48,8.8,48,8.9,100, 8,360,29.65,30.20
430,13904,20110115,1353,12,OVC005, 1.00,49,9.4,49,9.4,49,9.4,100, 6,030,29.62,30.17
431,13904,20110115,1453,12,OVC005, 1.00,49,9.4,49,9.4,49,9.4,100, 7,030,29.62,30.16
432,13904,20110115,1521,12,OVC005, 2.50,48,9.0,48,8.8,48,9.0,100, 9,030,29.62,M
433,13904,20110115,1553,12,OVC005, 2.50,49,9.4,49,9.4,49,9.4,100, 8,020,29.62,30.15
434,13904,20110115,1616,12,OVC005, 1.00,48,9.0,48,8.8,48,9.0,100, 8,040,29.60,M
435,13904,20110115,1653,12,BKN005 OVC013, 1.00,49,9.4,49,9.4,49,9.4,100,10,020,29.62,30.15
436,13904,20110115,1753,12,OVC005, 1.00,48,8.9,48,8.8,48,8.9,100, 9,030,29.62,30.15
437,13904,20110115,1845,12,OVC005, 3.00,46,8.0,46,7.7,46,8.0,100, 9,030,29.62,M
438,13904,20110115,1853,12,OVC005, 3.00,47,8.3,47,8.3,47,8.3,100,10,030,29.62,30.16
439,13904,20110115,1940,12,BKN005 OVC011, 2.00,46,8.0,46,7.7,46,8.0,100,10,020,29.62,M
440,13904,20110115,1953,12,BKN005 OVC011, 2.00,47,8.3,47,8.3,47,8.3,100,10,010,29.62,30.16
441,13904,20110115,2053,12,OVC005, 2.00,46,7.8,46,7.7,46,7.8,100, 8,360,29.62,30.16
442,13904,20110115,2153,12,OVC005, 2.00,46,7.8,46,7.7,46,7.8,100, 7,010,29.60,30.14
443,13904,20110115,2253,12,BKN005 OVC012, 2.50,46,7.8,46,7.7,46,7.8,100, 5,360,29.59,30.13
444,13904,20110115,2353,12,OVC005, 2.50,47,8.3,47,8.3,47,8.3,100, 7,360,29.56,30.10
445,13904,20110116,53,12,OVC005, 2.50,47,8.3,47,8.3,47,8.3,100, 7,010,29.54,30.08
446,13904,20110116,153,12,OVC005, 2.50,47,8.3,47,8.3,47,8.3,100, 3,360,29.53,30.06
447,13904,20110116,253,12,FEW003 OVC005, 2.50,47,8.3,47,8.3,47,8.3,100, 6,010,29.49,30.03
448,13904,20110116,301,12,OVC005, 6.00,46,8.0,46,7.7,46,8.0,100, 6,360,29.49,M
449,13904,20110116,353,12,OVC003, 6.00,47,8.3,47,8.0,46,7.8, 96, 3,010,29.49,30.03
450,13904,20110116,453,12,OVC003, 3.00,48,8.9,48,8.8,48,8.9,100, 3,350,29.47,30.01
451,13904,20110116,501,12,OVC003, 1.50,48,9.0,48,8.8,48,9.0,100, 6,360,29.47,M
452,13904,20110116,526,12,OVC003, 4.00,48,9.0,48,8.8,48,9.0,100, 3,360,29.47,M
453,13904,20110116,553,12,OVC005, 4.00,48,8.9,48,8.8,48,8.9,100, 6,340,29.47,30.01
454,13904,20110116,653,12,OVC005, 4.00,49,9.4,49,9.4,49,9.4,100, 0,000,29.48,30.02
455,13904,20110116,733,12,BKN007 BKN012 OVC022, 2.00,48,9.0,48,8.8,48,9.0,100, 8,350,29.47,M
456,13904,20110116,747,12,FEW004 BKN009 OVC019, 1.25,48,9.0,48,8.8,48,9.0,100, 6,360,29.47,M
457,13904,20110116,753,12,FEW004 BKN008 OVC019, 1.25,48,8.9,48,8.8,48,8.9,100, 8,360,29.47,30.01
458,13904,20110116,851,12,BKN005 BKN018 OVC025, 2.00,48,9.0,48,8.8,48,9.0,100, 6,020,29.48,M
459,13904,20110116,853,12,BKN005 BKN018 OVC025, 2.00,48,8.9,48,8.8,48,8.9,100, 6,020,29.48,30.02
460,13904,20110116,953,12,BKN005 OVC010, 2.00,49,9.4,49,9.4,49,9.4,100, 8,360,29.49,30.02
461,13904,20110116,1032,12,BKN005 OVC010, 3.00,48,9.0,48,8.8,48,9.0,100, 3,320,29.50,M
462,13904,20110116,1053,12,OVC005, 3.00,50,10.0,50,10.0,50,10.0,100, 7,340,29.50,30.03
463,13904,20110116,1058,12,BKN005 OVC010, 2.00,50,10.0,50,10.0,50,10.0,100, 5,340,29.50,M
464,13904,20110116,1153,12,BKN005 OVC010, 2.00,50,10.0,50,10.0,50,10.0,100, 5,350,29.47,30.01
465,13904,20110116,1213,12,OVC005, 1.50,50,10.0,50,10.0,50,10.0,100, 9,360,29.46,M
466,13904,20110116,1253,12,OVC005, 1.50,50,10.0,50,10.0,50,10.0,100,10,360,29.44,29.98
